Date,IEF,AGG
2017-09-19,107.30000305175781,109.91000366210938
2017-09-20,107.25,109.83999633789062
2017-09-21,106.98999786376953,109.81999969482422
2017-09-22,107.13999938964844,109.86000061035156
2017-09-25,107.11000061035156,109.8499984741211
2017-09-26,107.20999908447266,109.94999694824219
2017-09-27,106.69000244140625,109.66999816894531
2017-09-28,106.54000091552734,109.58000183105469
2017-09-29,106.76000213623047,109.73999786376953
2017-10-02,106.41999816894531,109.43000030517578
2017-10-03,106.2699966430664,109.45999908447266
2017-10-04,106.48999786376953,109.55999755859375
2017-10-05,106.4000015258789,109.54000091552734
2017-10-06,105.97000122070312,109.22000122070312
2017-10-09,106.20999908447266,109.3499984741211
2017-10-10,106.30000305175781,109.47000122070312
2017-10-11,106.43000030517578,109.47000122070312
2017-10-12,106.47000122070312,109.55999755859375
2017-10-13,106.81999969482422,109.81999969482422
2017-10-16,106.66999816894531,109.75
2017-10-17,106.5199966430664,109.62000274658203
2017-10-18,106.30999755859375,109.51000213623047
2017-10-19,106.66000366210938,109.70999908447266
2017-10-20,106.13999938964844,109.31999969482422
2017-10-23,106.08999633789062,109.4000015258789
2017-10-24,105.87999725341797,109.2300033569336
2017-10-25,105.47000122070312,108.95999908447266
2017-10-26,105.75,109.19999694824219
2017-10-27,105.62000274658203,109.06999969482422
2017-10-30,106.08999633789062,109.43000030517578
2017-10-31,106.23999786376953,109.5199966430664
2017-11-01,105.91999816894531,109.16999816894531
2017-11-02,106.18000030517578,109.3499984741211
2017-11-03,106.33999633789062,109.4800033569336
2017-11-06,106.47000122070312,109.55999755859375
2017-11-07,106.5199966430664,109.58000183105469
2017-11-08,106.58999633789062,109.54000091552734
2017-11-09,106.2699966430664,109.38999938964844
2017-11-10,106.0,109.05999755859375
2017-11-13,105.91000366210938,109.11000061035156
2017-11-14,105.80999755859375,109.01000213623047
2017-11-15,106.27999877929688,109.26000213623047
2017-11-16,106.13999938964844,109.22000122070312
2017-11-17,106.2300033569336,109.33000183105469
2017-11-20,106.05000305175781,109.2300033569336
2017-11-21,106.18000030517578,109.38999938964844
2017-11-22,106.13999938964844,109.4000015258789
2017-11-23,106.13999938964844,109.4000015258789
2017-11-24,106.2699966430664,109.5
2017-11-27,106.33000183105469,109.52999877929688
2017-11-28,106.51000213623047,109.58999633789062
2017-11-29,106.0199966430664,109.2699966430664
2017-11-30,105.95999908447266,109.25
2017-12-01,105.69999694824219,109.0199966430664
2017-12-04,105.6500015258789,109.02999877929688
2017-12-05,105.70999908447266,109.26000213623047
2017-12-06,106.19999694824219,109.44000244140625
2017-12-07,106.18000030517578,109.37999725341797
2017-12-08,105.97000122070312,109.20999908447266
2017-12-11,105.97000122070312,109.13999938964844
2017-12-12,105.73999786376953,109.0999984741211
2017-12-13,105.9000015258789,109.2300033569336
2017-12-14,105.98999786376953,109.30999755859375
2017-12-15,105.9800033569336,109.41999816894531
2017-12-18,106.02999877929688,109.47000122070312
2017-12-19,105.62000274658203,109.13999938964844
2017-12-20,105.0999984741211,108.75
2017-12-21,104.94000244140625,108.76000213623047
2017-12-22,104.98999786376953,108.81999969482422
2017-12-25,104.98999786376953,108.81999969482422
2017-12-26,105.05000305175781,108.91000366210938
2017-12-27,105.2300033569336,109.0199966430664
2017-12-28,105.43000030517578,109.22000122070312
2017-12-29,105.47000122070312,109.27999877929688
2018-01-01,105.47000122070312,109.27999877929688
2018-01-02,105.44000244140625,109.26000213623047
2018-01-03,105.3499984741211,109.25
2018-01-04,105.0999984741211,109.0199966430664
2018-01-05,105.27999877929688,109.1500015258789
2018-01-08,105.19999694824219,109.11000061035156
2018-01-09,104.91999816894531,108.91000366210938
2018-01-10,104.29000091552734,108.4800033569336
2018-01-11,104.5199966430664,108.66000366210938
2018-01-12,104.41999816894531,108.63999938964844
2018-01-15,104.41999816894531,108.63999938964844
2018-01-16,104.73999786376953,108.87000274658203
2018-01-17,104.45999908447266,108.7300033569336
2018-01-18,104.11000061035156,108.43000030517578
2018-01-19,104.0,108.4000015258789
2018-01-22,103.87000274658203,108.22000122070312
2018-01-23,103.98999786376953,108.33000183105469
2018-01-24,103.87000274658203,108.25
2018-01-25,103.73999786376953,108.26000213623047
2018-01-26,103.95999908447266,108.51000213623047
2018-01-29,103.5,108.13999938964844
2018-01-30,103.41999816894531,108.12000274658203
2018-01-31,103.44000244140625,108.19999694824219
2018-02-01,103.0999984741211,107.75
2018-02-02,102.29000091552734,107.25
2018-02-05,102.25,107.12999725341797
2018-02-06,102.94999694824219,107.45999908447266
2018-02-07,102.75,107.43000030517578
2018-02-08,102.02999877929688,106.83999633789062
2018-02-09,102.11000061035156,106.72000122070312
2018-02-12,102.22000122070312,106.73999786376953
2018-02-13,102.2699966430664,106.79000091552734
2018-02-14,102.05999755859375,106.56999969482422
2018-02-15,101.76000213623047,106.55999755859375
2018-02-16,102.08999633789062,106.8499984741211
2018-02-19,102.08999633789062,106.8499984741211
2018-02-20,101.80999755859375,106.69000244140625
2018-02-21,102.0,106.7699966430664
2018-02-22,101.76000213623047,106.48999786376953
2018-02-23,102.01000213623047,106.61000061035156
2018-02-26,102.36000061035156,106.87999725341797
2018-02-27,102.29000091552734,106.77999877929688
2018-02-28,102.05000305175781,106.58999633789062
2018-03-01,102.16000366210938,106.54000091552734
2018-03-02,102.31999969482422,106.47000122070312
2018-03-05,102.3499984741211,106.5999984741211
2018-03-06,101.97000122070312,106.44999694824219
2018-03-07,102.16000366210938,106.51000213623047
2018-03-08,102.06999969482422,106.41999816894531
2018-03-09,101.88999938964844,106.43000030517578
2018-03-12,102.0,106.43000030517578
2018-03-13,102.31999969482422,106.58999633789062
2018-03-14,102.2699966430664,106.54000091552734
2018-03-15,102.51000213623047,106.7300033569336
2018-03-16,102.36000061035156,106.62000274658203
2018-03-19,102.1500015258789,106.55999755859375
2018-03-20,102.08999633789062,106.44000244140625
2018-03-21,101.94000244140625,106.31999969482422
2018-03-22,102.5199966430664,106.66999816894531
2018-03-23,102.45999908447266,106.45999908447266
2018-03-26,102.5199966430664,106.63999938964844
2018-03-27,102.52999877929688,106.62999725341797
2018-03-28,103.20999908447266,107.05000305175781
2018-03-29,103.01000213623047,106.94999694824219
2018-03-30,103.01000213623047,106.94999694824219
2018-04-02,102.94000244140625,106.9000015258789
2018-04-03,102.95999908447266,106.81999969482422
2018-04-04,103.0,106.9000015258789
2018-04-05,102.56999969482422,106.70999908447266
2018-04-06,102.80000305175781,106.88999938964844
2018-04-09,102.73999786376953,106.83000183105469
2018-04-10,102.80999755859375,106.94999694824219
2018-04-11,102.95999908447266,107.05000305175781
2018-04-12,102.72000122070312,106.91000366210938
2018-04-13,102.4000015258789,106.69000244140625
2018-04-16,102.33000183105469,106.63999938964844
2018-04-17,102.4800033569336,106.80999755859375
2018-04-18,102.37999725341797,106.73999786376953
2018-04-19,101.94999694824219,106.33999633789062
2018-04-20,101.77999877929688,106.1500015258789
2018-04-23,101.4800033569336,105.9800033569336
2018-04-24,101.33000183105469,105.8499984741211
2018-04-25,101.19000244140625,105.72000122070312
2018-04-26,101.37000274658203,105.83000183105469
2018-04-27,101.51000213623047,105.95999908447266
2018-04-30,101.63999938964844,106.01000213623047
2018-05-01,101.5,105.7300033569336
2018-05-02,101.38999938964844,105.69999694824219
2018-05-03,101.58000183105469,105.81999969482422
2018-05-04,101.75,105.91999816894531
2018-05-07,101.62999725341797,105.87999725341797
2018-05-08,101.43000030517578,105.66000366210938
2018-05-09,101.19000244140625,105.55999755859375
2018-05-10,101.43000030517578,105.75
2018-05-11,101.47000122070312,105.9000015258789
2018-05-14,101.25,105.79000091552734
2018-05-15,100.80000305175781,105.48999786376953
2018-05-16,100.5,105.36000061035156
2018-05-17,100.45999908447266,105.19000244140625
2018-05-18,100.55000305175781,105.16000366210938
2018-05-21,100.69999694824219,105.27999877929688
2018-05-22,100.81999969482422,105.31999969482422
2018-05-23,101.08999633789062,105.5
2018-05-24,101.47000122070312,105.81999969482422
2018-05-25,101.80999755859375,106.0999984741211
2018-05-28,101.80999755859375,106.0999984741211
2018-05-29,102.3499984741211,106.37000274658203
2018-05-30,102.56999969482422,106.54000091552734
2018-05-31,102.56999969482422,106.5199966430664
2018-06-01,101.8499984741211,105.94999694824219
2018-06-04,101.81999969482422,106.0
2018-06-05,101.83999633789062,105.98999786376953
2018-06-06,101.55999755859375,105.70999908447266
2018-06-07,101.41999816894531,105.63999938964844
2018-06-08,101.73999786376953,105.75
2018-06-11,101.52999877929688,105.6500015258789
2018-06-12,101.47000122070312,105.55999755859375
2018-06-13,101.58000183105469,105.68000030517578
2018-06-14,101.62000274658203,105.75
2018-06-15,101.97000122070312,106.01000213623047
2018-06-18,101.95999908447266,105.93000030517578
2018-06-19,102.18000030517578,106.05000305175781
2018-06-20,102.11000061035156,106.05999755859375
2018-06-21,101.9800033569336,105.87999725341797
2018-06-22,101.95999908447266,105.81999969482422
2018-06-25,102.22000122070312,105.94999694824219
2018-06-26,102.2699966430664,105.98999786376953
2018-06-27,102.55999755859375,106.2300033569336
2018-06-28,102.68000030517578,106.27999877929688
2018-06-29,102.58000183105469,106.30000305175781
2018-07-02,102.41999816894531,106.0999984741211
2018-07-03,102.29000091552734,106.02999877929688
2018-07-04,102.29000091552734,106.02999877929688
2018-07-05,102.4800033569336,106.22000122070312
2018-07-06,102.63999938964844,106.41000366210938
2018-07-09,102.37000274658203,106.29000091552734
2018-07-10,102.25,106.27999877929688
2018-07-11,102.45999908447266,106.33000183105469
2018-07-12,102.3499984741211,106.26000213623047
2018-07-13,102.55000305175781,106.44000244140625
2018-07-16,102.38999938964844,106.3499984741211
2018-07-17,102.5,106.4000015258789
2018-07-18,102.43000030517578,106.36000061035156
2018-07-19,102.37000274658203,106.33999633789062
2018-07-20,102.45999908447266,106.37999725341797
2018-07-23,102.0999984741211,106.16999816894531
2018-07-24,101.69999694824219,105.91999816894531
2018-07-25,101.91000366210938,106.12000274658203
2018-07-26,101.81999969482422,106.0999984741211
2018-07-27,101.83999633789062,106.12999725341797
2018-07-30,101.56999969482422,105.94000244140625
2018-07-31,101.80000305175781,106.11000061035156
2018-08-01,101.26000213623047,105.55000305175781
2018-08-02,101.41000366210938,105.76000213623047
2018-08-03,101.54000091552734,105.80999755859375
2018-08-06,101.79000091552734,106.02999877929688
2018-08-07,101.70999908447266,105.97000122070312
2018-08-08,101.58999633789062,105.83000183105469
2018-08-09,101.80999755859375,105.97000122070312
2018-08-10,102.19999694824219,106.11000061035156
2018-08-13,102.30999755859375,106.16000366210938
2018-08-14,102.31999969482422,106.30000305175781
2018-08-15,102.45999908447266,106.29000091552734
2018-08-16,102.51000213623047,106.37999725341797
2018-08-17,102.55000305175781,106.43000030517578
2018-08-20,102.69999694824219,106.58999633789062
2018-08-21,102.7300033569336,106.58000183105469
2018-08-22,102.95999908447266,106.66000366210938
2018-08-23,102.91000366210938,106.66999816894531
2018-08-24,102.68000030517578,106.5
2018-08-27,102.75,106.58999633789062
2018-08-28,102.4800033569336,106.44999694824219
2018-08-29,102.45999908447266,106.37999725341797
2018-08-30,102.54000091552734,106.47000122070312
2018-08-31,102.81999969482422,106.58000183105469
2018-09-03,102.81999969482422,106.58000183105469
2018-09-04,102.26000213623047,106.0199966430664
2018-09-05,102.1500015258789,106.05000305175781
