Date,HG=F,CL=F,BZ=F,NG=F,RB=F,HO=F,CC=F,ZW=F,ZC=F,ZS=F,^VIX,CT=F,CC,KC,SB,GF=F,GC=F,SI=F,PL=F,PA=F,ZN=F,ZB=F
2000-09-15,0.9254999756813049,34.5,,5.28000020980835,,1.0175000429153442,816.0,254.0,,491.0,18.09000015258789,63.04999923706055,,,,,272.29998779296875,4.869999885559082,585.7999877929688,710.0,,
2000-09-18,0.9200000166893005,36.20000076293945,,5.110000133514404,,1.0420000553131104,825.0,253.5,188.0,483.25,18.8799991607666,62.95000076293945,,,,,271.3999938964844,4.875999927520752,591.0,720.0,,
2000-09-19,0.9139999747276306,36.54999923706055,,5.269999980926514,,1.034999966621399,812.0,256.0,185.0,485.0,20.219999313354492,62.599998474121094,,,,,271.8999938964844,4.889999866485596,595.0,716.0,,
2000-09-20,0.9120000004768372,37.5,,5.340000152587891,,1.0399999618530273,805.0,248.75,185.0,483.5,19.989999771118164,62.75,,,,,269.0,4.860000133514404,591.7000122070312,720.0,,
2000-09-21,0.9039999842643738,34.650001525878906,,5.269999980926514,,1.0099999904632568,795.0,248.75,185.0,486.75,20.170000076293945,63.29999923706055,,,,,270.29998779296875,4.900000095367432,585.0,718.0,99.65625,98.125
2000-09-22,0.9070000052452087,34.0,,5.230000019073486,,0.9980000257492065,815.0,247.25,185.0,490.0,22.09000015258789,63.79999923706055,,,,,271.79998779296875,4.900000095367432,589.0,732.0,99.85938262939453,98.09375
2000-09-25,0.9200000166893005,31.399999618530273,,5.099999904632568,,0.9424999952316284,809.0,251.5,185.0,495.75,20.850000381469727,64.0999984741211,,,,,274.1000061035156,4.900000095367432,583.5,725.0,99.9375,98.34375
2000-09-26,0.9240000247955322,32.0,,5.230000019073486,,0.9509999752044678,785.0,253.75,190.0,494.5,21.5,63.599998474121094,,,,,273.8999938964844,4.929999828338623,578.0,714.0,100.1718978881836,98.78125
2000-09-27,0.9120000004768372,31.950000762939453,,5.300000190734863,,0.9449999928474426,795.0,254.75,190.0,493.25,21.709999084472656,63.29999923706055,,,,,278.3999938964844,4.909999847412109,568.0,716.0,100.1093978881836,98.34375
2000-09-28,0.9139999747276306,31.100000381469727,,5.389999866485596,,0.9399999976158142,788.0,258.75,190.0,495.25,21.280000686645508,62.099998474121094,,,,,277.5,4.953000068664551,575.0,716.5,100.1406021118164,98.53125
2000-09-29,0.9179999828338623,30.700000762939453,,5.28000020980835,,0.9240000247955322,788.0,259.25,190.0,498.0,19.8799991607666,63.0,,,,,274.6000061035156,4.869999885559082,578.0,707.0,100.2656021118164,98.6875
2000-10-02,0.9139999747276306,31.450000762939453,,5.300000190734863,,0.949999988079071,792.0,265.5,190.0,488.25,20.979999542236328,62.16999816894531,,,,,272.79998779296875,4.906000137329102,575.0,712.25,100.1875,98.125
2000-10-03,0.8899999856948853,32.0,,5.349999904632568,,0.9524999856948853,785.0,267.25,190.0,489.25,20.989999771118164,63.400001525878906,,,,,272.1000061035156,4.913000106811523,581.0,718.0,99.9375,97.875
2000-10-04,0.8964999914169312,31.600000381469727,,5.28000020980835,,0.9599999785423279,805.0,268.0,190.0,488.25,22.18000030517578,63.70000076293945,,,,,270.5,4.840000152587891,588.0,733.0,99.75,97.84375
2000-10-05,0.9100000262260437,30.850000381469727,,5.300000190734863,,0.9470000267028809,828.0,266.5,190.0,485.5,21.020000457763672,63.79999923706055,,,,,270.29998779296875,4.888999938964844,586.5,744.0,99.98438262939453,98.25
2000-10-06,0.9049999713897705,30.75,,5.110000133514404,,0.9369999766349792,830.0,267.0,190.0,484.0,20.530000686645508,63.95000076293945,,,,,269.79998779296875,4.882999897003174,590.5,749.0,100.5156021118164,99.15625
2000-10-09,0.8880000114440918,31.549999237060547,,5.070000171661377,,0.9559999704360962,825.0,269.25,190.0,484.0,23.920000076293945,64.0999984741211,,,,,269.1000061035156,4.885000228881836,590.0,739.75,100.5156021118164,99.15625
2000-10-10,0.8999999761581421,32.25,,5.130000114440918,,0.9739999771118164,817.0,267.5,190.0,482.75,23.770000457763672,64.75,,,,,272.3999938964844,4.918000221252441,596.0,736.9000244140625,100.4375,99.1875
2000-10-11,0.8995000123977661,33.599998474121094,,5.179999828338623,,1.0234999656677246,833.0,275.25,190.0,485.0,26.229999542236328,64.5,,,,,272.5,4.869999885559082,595.0,736.75,100.6406021118164,99.3125
2000-10-12,0.8824999928474426,35.0,,5.519999980926514,,1.059999942779541,814.0,276.75,190.0,477.75,27.209999084472656,64.69999694824219,,,,,274.0,4.922999858856201,590.0,739.3499755859375,100.53130340576172,99.09375
2000-10-13,0.8774999976158142,35.93000030517578,,5.570000171661377,,1.0700000524520874,814.0,272.5,190.0,473.75,29.34000015258789,64.0,,,,,274.20001220703125,4.882999897003174,595.0,738.0,101.0,99.53125
2000-10-16,0.8880000114440918,34.400001525878906,,5.550000190734863,,1.003499984741211,810.0,267.0,190.0,465.25,27.329999923706055,62.900001525878906,,,,,271.5,4.88100004196167,590.0,738.0,100.78130340576172,99.375
2000-10-17,0.8899999856948853,32.70000076293945,,5.349999904632568,,0.9674999713897705,804.0,271.0,203.25,465.0,26.190000534057617,62.79999923706055,,,,,271.1000061035156,4.8429999351501465,590.0,739.5,100.8593978881836,99.34375
2000-10-18,0.8694999814033508,33.54999923706055,,5.480000019073486,,0.9825000166893005,818.0,268.0,203.25,467.75,30.700000762939453,62.20000076293945,,,,,270.29998779296875,4.853000164031982,585.0,742.0,101.34380340576172,100.09380340576172
2000-10-19,0.8700000047683716,33.849998474121094,,5.139999866485596,,0.9739999771118164,818.0,264.0,203.25,468.0,26.799999237060547,62.29999923706055,,,,,270.1000061035156,4.828000068664551,595.0,740.0,101.21880340576172,99.9375
2000-10-20,0.8600000143051147,33.29999923706055,,4.980000019073486,,0.9679999947547913,808.0,259.75,,472.0,24.6299991607666,61.849998474121094,,,,,271.20001220703125,4.828000068664551,600.0,755.0,101.2968978881836,100.25
2000-10-23,0.8619999885559082,33.0,,4.940000057220459,,0.968999981880188,791.0,260.0,200.75,468.0,24.579999923706055,63.04999923706055,,,,,271.70001220703125,4.785999774932861,590.0,758.0,101.5625,100.65630340576172
2000-10-24,0.8690000176429749,33.75,,5.09499979019165,,0.9950000047683716,785.0,257.75,,462.5,24.139999389648438,62.720001220703125,,,,,269.79998779296875,4.775000095367432,590.0,758.0,101.8281021118164,101.21880340576172
2000-10-25,0.8560000061988831,33.5,,4.769999980926514,,0.9900000095367432,795.0,257.5,200.75,467.75,25.579999923706055,63.25,,,,,266.20001220703125,4.763999938964844,590.0,750.0,101.6875,100.90630340576172
2000-10-26,0.8450000286102295,33.650001525878906,,4.704999923706055,,0.9900000095367432,788.0,255.0,200.75,467.0,26.639999389648438,63.5,,,,,266.0,4.730999946594238,590.0,754.0,101.2968978881836,100.3125
2000-10-27,0.8355000019073486,33.68000030517578,,4.699999809265137,,0.9825000166893005,775.0,256.5,200.75,461.0,27.420000076293945,62.650001525878906,,,,,265.5,4.745999813079834,568.0,757.0,101.25,100.5
2000-10-30,0.8395000100135803,32.75,,4.610000133514404,,0.9639999866485596,771.0,259.0,196.0,456.5,26.229999542236328,62.79999923706055,,,,,264.29998779296875,4.769999980926514,566.0,756.0,100.9375,100.40630340576172
2000-10-31,0.8529999852180481,32.72999954223633,,4.53000020980835,,0.9629999995231628,757.0,256.0,,455.75,24.770000457763672,64.0,,,,,264.5,4.754000186920166,569.2000122070312,754.0,100.9375,100.34380340576172
2000-11-01,0.8445000052452087,33.150001525878906,,4.610000133514404,0.8889999985694885,0.9430000185966492,752.0,,,459.5,24.06999969482422,63.16999816894531,,,,,263.8999938964844,4.77400016784668,578.0999755859375,775.0,100.7343978881836,99.84375
2000-11-02,0.8360000252723694,32.75,,4.670000076293945,0.875,0.9325000047683716,758.0,255.0,196.0,464.5,23.709999084472656,62.70000076293945,,,,,264.3999938964844,4.710999965667725,580.0,784.0,100.84380340576172,100.0
2000-11-03,0.8399999737739563,32.599998474121094,,4.78000020980835,0.8675000071525574,0.9269999861717224,764.0,260.0,,473.0,24.049999237060547,63.150001525878906,,,,,264.6000061035156,4.741000175476074,594.0,799.0,101.0,99.875
2000-11-06,0.8374999761581421,32.400001525878906,,4.949999809265137,0.8600000143051147,0.9169999957084656,750.0,264.0,196.0,474.25,24.530000686645508,64.05000305175781,,,,,264.5,4.761000156402588,585.0,782.0,100.3593978881836,99.03125
2000-11-07,0.8305000066757202,33.04999923706055,,5.010000228881836,0.8930000066757202,0.9240000247955322,740.0,263.0,196.0,474.0,25.1200008392334,65.3499984741211,,,,,264.29998779296875,4.7210001945495605,584.5999755859375,780.0,100.15630340576172,98.875
2000-11-08,0.828000009059906,33.20000076293945,,5.170000076293945,0.8880000114440918,0.9455000162124634,745.0,263.25,196.0,474.75,24.8700008392334,65.5,,,,,265.0,4.738999843597412,582.7000122070312,785.0,100.375,99.0
2000-11-09,0.8339999914169312,33.5,,5.5,0.8824999928474426,0.9779999852180481,738.0,265.75,196.0,474.0,26.790000915527344,65.0,,,,,265.79998779296875,4.749000072479248,592.0,781.0,100.3125,99.125
2000-11-10,0.8360000252723694,33.70000076293945,,5.389999866485596,0.8740000128746033,1.0069999694824219,736.0,258.25,,474.0,28.06999969482422,64.8499984741211,,,,,264.5,4.706999778747559,598.0,784.5499877929688,100.5625,99.28125
2000-11-13,0.8190000057220459,34.150001525878906,,5.650000095367432,0.8759999871253967,1.0149999856948853,725.0,258.0,196.0,462.5,29.1299991607666,65.30000305175781,,,,,264.29998779296875,4.699999809265137,592.5999755859375,781.0,100.90630340576172,99.4375
2000-11-14,0.824999988079071,34.369998931884766,,5.860000133514404,0.8840000033378601,1.0210000276565552,704.0,258.0,196.0,467.5,27.93000030517578,65.19999694824219,,,,,264.8999938964844,4.678999900817871,587.0,780.0,100.875,99.625
2000-11-15,0.8240000009536743,35.400001525878906,,6.070000171661377,0.9020000100135803,1.0850000381469727,695.0,256.0,208.75,479.0,27.239999771118164,64.6500015258789,,,,,265.1000061035156,4.671999931335449,589.4000244140625,783.0,100.9843978881836,99.9375
2000-11-16,0.8184999823570251,35.25,,6.070000171661377,0.921999990940094,1.062999963760376,700.0,254.5,207.5,481.0,25.81999969482422,64.81999969482422,,,,,265.79998779296875,4.679999828338623,580.0,785.0,101.2343978881836,100.4375
2000-11-17,0.8199999928474426,34.70000076293945,,5.690000057220459,0.9179999828338623,1.0429999828338623,705.0,255.0,208.5,477.0,25.5,65.0,,,,,265.20001220703125,4.644999980926514,581.5,783.0,101.46880340576172,100.78130340576172
2000-11-20,0.8190000057220459,35.5,,6.25,0.9300000071525574,1.097499966621399,700.0,256.5,211.0,486.25,26.489999771118164,64.69999694824219,,,,,266.29998779296875,4.642000198364258,584.0,785.0,101.2968978881836,100.34380340576172
2000-11-21,0.8199999928474426,35.400001525878906,,6.28000020980835,0.9229999780654907,1.1030000448226929,695.0,255.0,210.5,493.0,27.43000030517578,64.4000015258789,,,,,265.70001220703125,4.626999855041504,590.0,786.0,101.46880340576172,100.5625
2000-11-22,0.8230000138282776,34.900001525878906,,6.340000152587891,0.9089999794960022,1.0870000123977661,698.0,255.25,210.5,489.0,26.90999984741211,63.29999923706055,,,,,266.29998779296875,4.625,585.0,790.6500244140625,101.5625,100.875
2000-11-23,0.8230000138282776,34.900001525878906,,6.340000152587891,0.9089999794960022,1.0870000123977661,698.0,255.25,210.5,489.0,26.90999984741211,63.29999923706055,,,,,266.29998779296875,4.625,585.0,790.6500244140625,101.5625,100.875
2000-11-24,0.8230000138282776,34.900001525878906,,6.340000152587891,0.9089999794960022,1.0870000123977661,698.0,255.25,210.5,489.0,26.90999984741211,63.29999923706055,,,,,266.29998779296875,4.625,585.0,790.6500244140625,101.5625,100.875
2000-11-27,0.8320000171661377,35.25,,6.409999847412109,0.9110000133514404,1.0850000381469727,685.0,261.0,211.25,500.5,26.1200008392334,64.80000305175781,,,,,270.1000061035156,4.695000171661377,583.2999877929688,789.0,101.53130340576172,101.25
2000-11-28,0.8479999899864197,34.97999954223633,,6.119999885559082,0.8949999809265137,1.065000057220459,684.0,257.25,210.5,497.0,26.989999771118164,64.91999816894531,,,,,269.79998779296875,4.697999954223633,596.0,803.0,101.6718978881836,101.25
2000-11-29,0.8510000109672546,34.25,,6.239999771118164,0.8809999823570251,1.027500033378601,710.0,254.5,207.75,500.5,27.8799991607666,64.25,,,,,269.6000061035156,4.695000171661377,600.0,804.5,102.0156021118164,101.53130340576172
2000-11-30,0.8500000238418579,34.95000076293945,,6.559999942779541,0.9125000238418579,1.0475000143051147,712.0,251.5,205.0,499.25,28.639999389648438,65.0,,,,,266.3999938964844,4.605000019073486,602.0,816.0,102.40630340576172,101.78130340576172
2000-12-01,0.8379999995231628,33.900001525878906,,6.800000190734863,0.8669999837875366,1.0299999713897705,715.0,256.0,208.25,506.5,28.309999465942383,65.55000305175781,,,,,269.70001220703125,4.675000190734863,609.0,816.0,102.6718978881836,102.25
2000-12-04,0.8600000143051147,32.380001068115234,,7.239999771118164,0.828000009059906,1.0019999742507935,711.0,260.5,210.0,508.0,28.549999237060547,64.69999694824219,,,,,271.0,4.650000095367432,628.0,838.0999755859375,102.4843978881836,102.125
2000-12-05,0.8600000143051147,31.25,,7.659999847412109,0.800000011920929,0.9950000047683716,725.0,260.5,,504.0,27.280000686645508,64.0,,,,,270.8999938964844,4.699999809265137,618.0999755859375,878.5,102.3593978881836,101.71880340576172
2000-12-06,0.8769999742507935,30.0,,8.800000190734863,0.7730000019073486,1.0199999809265137,710.0,,,500.0,24.31999969482422,64.69999694824219,,,,,271.0,4.695000171661377,600.0,845.0,102.96880340576172,102.6875
2000-12-07,0.8769999742507935,30.049999237060547,,8.949999809265137,0.7799999713897705,1.0180000066757202,697.0,,,507.0,25.459999084472656,67.25,,,,,274.29998779296875,4.764999866485596,609.0,875.0,103.5156021118164,103.53130340576172
2000-12-08,0.8855000138282776,28.799999237060547,,8.25,0.7540000081062317,0.9700000286102295,702.0,,,503.0,23.739999771118164,67.05000305175781,,,,,272.70001220703125,4.699999809265137,610.0,875.0,103.53130340576172,103.59380340576172
2000-12-11,0.890999972820282,29.0,,9.600000381469727,0.7440000176429749,0.9674999713897705,709.0,,,510.0,23.799999237060547,67.1500015258789,,,,,270.70001220703125,4.656000137329102,610.5,905.7999877929688,103.1875,103.09380340576172
2000-12-12,0.8859999775886536,29.600000381469727,,8.899999618530273,0.7689999938011169,0.9850000143051147,697.0,,,511.0,24.030000686645508,66.5999984741211,,,,,270.29998779296875,4.675000190734863,618.0999755859375,940.0,103.09380340576172,103.125
2000-12-13,0.8799999952316284,29.75,,7.820000171661377,0.7620000243186951,0.9624999761581421,702.0,,,506.25,23.690000534057617,65.5999984741211,,,,,270.0,4.635000228881836,624.0,925.0,103.25,103.15630340576172
2000-12-14,0.8805000185966492,28.850000381469727,,7.539999961853027,0.7590000033378601,0.9160000085830688,731.0,,,506.0,23.399999618530273,65.30000305175781,,,,,268.6000061035156,4.625,613.0,925.0,104.0,104.0625
2000-12-15,0.8914999961853027,28.350000381469727,,7.849999904632568,0.746999979019165,0.8949999809265137,735.0,268.0,,504.0,25.43000030517578,65.5,,,,,269.20001220703125,4.550000190734863,614.0,930.5499877929688,104.1718978881836,104.53130340576172
2000-12-18,0.8730000257492065,29.549999237060547,,9.199999809265137,0.7699999809265137,0.9380000233650208,734.0,265.5,211.5,508.5,26.790000915527344,65.5999984741211,,,,,270.0,4.579999923706055,601.0,949.5,104.625,104.8125
2000-12-19,0.8679999709129333,29.399999618530273,,8.850000381469727,0.7699999809265137,0.9200000166893005,727.0,269.0,,509.75,27.350000381469727,65.1500015258789,,,,,269.70001220703125,4.59499979019165,601.5,947.2000122070312,104.1875,104.46880340576172
2000-12-20,0.8650000095367432,27.15999984741211,,9.449999809265137,0.7570000290870667,0.9010000228881836,731.0,274.0,,511.0,29.950000762939453,64.9000015258789,,,,,272.5,4.610000133514404,603.5,918.0,104.53130340576172,104.46880340576172
2000-12-21,0.8560000061988831,26.399999618530273,,9.850000381469727,0.7350000143051147,0.8650000095367432,770.0,271.0,218.0,507.75,31.969999313354492,66.0,,,,,273.0,4.598999977111816,610.0,946.0,105.25,105.375
2000-12-22,0.8544999957084656,26.149999618530273,,9.800000190734863,0.7450000047683716,0.8659999966621399,768.0,273.0,,509.0,28.75,64.9000015258789,,,,,273.70001220703125,4.599999904632568,611.0,953.0,105.3125,105.28130340576172
2000-12-25,0.8544999957084656,26.149999618530273,,9.800000190734863,0.7450000047683716,0.8659999966621399,768.0,273.0,,509.0,28.75,64.9000015258789,,,,,273.70001220703125,4.599999904632568,611.0,953.0,105.3125,105.28130340576172
2000-12-26,0.8600000143051147,26.200000762939453,,10.0,0.7450000047683716,0.8924999833106995,770.0,,220.25,510.0,28.469999313354492,64.0999984741211,,,,,273.20001220703125,4.623000144958496,611.0,968.0,105.375,105.59380340576172
2000-12-27,0.8475000262260437,26.899999618530273,,9.699999809265137,0.7620000243186951,0.949999988079071,770.0,274.0,218.0,503.75,28.8799991607666,63.0,,,,,274.5,4.583000183105469,611.0,968.0,105.28130340576172,105.1875
2000-12-28,0.8519999980926514,26.350000381469727,,8.850000381469727,0.75,0.9200000166893005,770.0,272.5,221.0,498.0,27.989999771118164,63.189998626708984,,,,,273.20001220703125,4.559999942779541,617.0,965.0,104.7968978881836,104.71880340576172
2000-12-29,0.8479999899864197,25.899999618530273,,9.420000076293945,0.7580000162124634,0.8999999761581421,765.0,271.5,221.0,497.5,26.350000381469727,62.72999954223633,,,,,272.0,4.585000038146973,615.0,951.0,104.71880340576172,104.71880340576172
2001-01-01,0.8479999899864197,25.899999618530273,,9.420000076293945,0.7580000162124634,0.8999999761581421,765.0,271.5,221.0,497.5,26.350000381469727,62.72999954223633,,,,,272.0,4.585000038146973,615.0,951.0,104.71880340576172,104.71880340576172
2001-01-02,0.8454999923706055,27.25,,8.649999618530273,0.7940000295639038,0.8899999856948853,770.0,278.5,221.0,500.0,27.93000030517578,61.779998779296875,,,,,268.3999938964844,4.545000076293945,604.0,964.0,104.8593978881836,104.5625
2001-01-03,0.8090000152587891,27.229999542236328,,8.34000015258789,0.7990000247955322,0.8600000143051147,783.0,276.25,,493.75,29.6299991607666,61.150001525878906,,,,,268.0,4.5,613.0,979.0,106.1718978881836,106.25
2001-01-04,0.8259999752044678,28.200000762939453,,8.369999885559082,0.8149999976158142,0.8495000004768372,762.0,283.0,,498.0,26.350000381469727,61.099998474121094,,,,,267.29998779296875,4.5320000648498535,633.0,993.0,104.65630340576172,104.25
2001-01-05,0.8199999928474426,28.149999618530273,,9.100000381469727,0.8149999976158142,0.8600000143051147,790.0,284.5,,493.0,27.809999465942383,59.599998474121094,,,,,268.0,4.554999828338623,618.0,978.0,105.53130340576172,105.03130340576172
2001-01-08,0.8360000252723694,28.200000762939453,,9.699999809265137,0.8270000219345093,0.8600000143051147,815.0,283.5,,488.0,29.979999542236328,59.54999923706055,,,,,268.0,4.545000076293945,628.9000244140625,998.9000244140625,106.0781021118164,105.6875
2001-01-09,0.8379999995231628,27.25,,9.520000457763672,0.8339999914169312,0.8299999833106995,810.0,282.5,,488.0,29.469999313354492,60.25,,,,,267.5,4.53000020980835,633.0,1028.0,106.09380340576172,105.375
2001-01-10,0.8339999914169312,27.75,,9.600000381469727,0.8320000171661377,0.8149999976158142,805.0,284.5,,494.0,28.440000534057617,60.25,,,,,264.70001220703125,4.534999847412109,636.0,1042.0,105.9375,105.28130340576172
2001-01-11,0.8370000123977661,29.350000381469727,,8.850000381469727,0.8799999952316284,0.8460000157356262,821.0,288.5,,482.0,26.68000030517578,59.70000076293945,,,,,264.0,4.557000160217285,635.0,1060.0,105.375,104.40630340576172
2001-01-12,0.8324999809265137,29.5,,8.680000305175781,0.8899999856948853,0.840499997138977,870.0,289.0,,480.5,25.309999465942383,61.150001525878906,,,,,263.8999938964844,4.622000217437744,632.0,1050.0,105.21880340576172,103.84380340576172
2001-01-15,0.8324999809265137,29.5,,8.680000305175781,0.8899999856948853,0.840499997138977,870.0,289.0,,480.5,25.309999465942383,61.150001525878906,,,,,263.8999938964844,4.622000217437744,632.0,1050.0,105.21880340576172,103.84380340576172
2001-01-16,0.8349999785423279,30.100000381469727,,8.119999885559082,0.9014999866485596,0.8489999771118164,880.0,287.75,219.0,482.0,25.59000015258789,61.220001220703125,,,,,263.29998779296875,4.677000045776367,635.2999877929688,1070.0,104.46880340576172,102.9375
2001-01-17,0.8259999752044678,29.799999237060547,,7.71999979019165,0.8730000257492065,0.8305000066757202,910.0,284.5,216.0,476.75,24.399999618530273,60.91999816894531,,,,,263.20001220703125,4.710000038146973,630.0,1040.0,104.46880340576172,103.1875
2001-01-18,0.8669999837875366,29.850000381469727,,7.150000095367432,0.8619999885559082,0.8230000138282776,1010.0,283.5,217.5,472.5,24.479999542236328,60.29999923706055,,,,,264.20001220703125,4.794000148773193,620.0,1005.0,105.09380340576172,104.09380340576172
2001-01-19,0.8600000143051147,30.25,,7.5,0.8550000190734863,0.8360000252723694,975.0,284.5,218.25,473.25,23.6200008392334,60.150001525878906,,,,,264.29998779296875,4.749000072479248,620.0,1055.0,105.3593978881836,104.5625
2001-01-22,0.8519999980926514,31.950000762939453,,7.699999809265137,0.878000020980835,0.875,950.0,286.0,215.0,470.25,24.270000457763672,60.400001525878906,,,,,266.3999938964844,4.77400016784668,618.0,1080.0,105.0625,103.75
2001-01-23,0.8550000190734863,29.600000381469727,,7.050000190734863,0.8700000047683716,0.875,1010.0,285.5,215.75,476.25,23.0,59.599998474121094,,,,,266.1000061035156,4.776000022888184,617.0,1070.0,104.6875,103.25
2001-01-24,0.8500000238418579,28.899999618530273,,6.880000114440918,0.8629999756813049,0.8485000133514404,1000.0,286.0,214.0,467.75,21.979999542236328,59.29999923706055,,,,,264.29998779296875,4.76800012588501,616.0,1055.0,104.2656021118164,102.5
2001-01-25,0.8379999995231628,29.0,,7.300000190734863,0.8725000023841858,0.8169999718666077,1015.0,285.5,215.0,469.75,22.440000534057617,60.65999984741211,,,,,264.5,4.784999847412109,609.5,1055.0,104.1875,102.5
2001-01-26,0.8399999737739563,29.420000076293945,,7.099999904632568,0.8820000290870667,0.8299999833106995,1022.0,279.0,213.5,465.0,22.520000457763672,61.599998474121094,,,,,262.79998779296875,4.804999828338623,613.0,1086.0,104.625,103.34380340576172
2001-01-29,0.8360000252723694,30.149999618530273,,6.800000190734863,0.890999972820282,0.8500000238418579,1065.0,276.0,209.5,460.0,22.799999237060547,61.400001525878906,,,,,262.79998779296875,4.802999973297119,608.0,1072.0,104.25,102.78130340576172
2001-01-30,0.8314999938011169,29.079999923706055,,6.0,0.875,0.8100000023841858,1051.0,269.25,208.25,459.75,23.06999969482422,61.0099983215332,,,,,262.8999938964844,4.796000003814697,599.0,1050.0,104.2343978881836,102.40630340576172
2001-01-31,0.847000002861023,29.0,,5.849999904632568,0.8650000095367432,0.7950000166893005,1039.0,270.5,209.25,460.75,22.940000534057617,62.20000076293945,,,,,265.20001220703125,4.769999980926514,601.5,1057.0,104.90630340576172,103.5
2001-02-01,0.8510000109672546,28.950000762939453,,5.869999885559082,0.8299999833106995,0.765999972820282,1015.0,273.5,209.0,459.0,22.389999389648438,61.0,,,,,266.29998779296875,4.739999771118164,598.7999877929688,1045.0,105.46880340576172,104.3125
2001-02-02,0.843999981880188,29.729999542236328,,6.71999979019165,0.8479999899864197,0.7860000133514404,1040.0,271.0,211.0,462.25,20.8700008392334,60.0,,,,,268.0,4.76800012588501,595.5,1060.0,105.65630340576172,104.96880340576172
2001-02-05,0.8389999866485596,31.049999237060547,,6.199999809265137,0.8859999775886536,0.8100000023841858,1040.0,272.5,213.0,467.75,22.75,60.099998474121094,,,,,265.1000061035156,4.677999973297119,598.0,1060.0,105.2968978881836,104.3125
2001-02-06,0.828499972820282,30.649999618530273,,5.699999809265137,0.8949999809265137,0.8134999871253967,1071.0,267.5,211.75,462.0,22.040000915527344,60.150001525878906,,,,,263.8999938964844,4.6529998779296875,606.0,1079.0,105.2343978881836,104.625
2001-02-07,0.8320000171661377,30.5,,5.849999904632568,0.8930000066757202,0.8075000047683716,1080.0,267.0,213.5,464.25,21.6299991607666,60.22999954223633,,,,,262.79998779296875,4.611000061035156,603.0,1074.75,105.0468978881836,104.46880340576172
2001-02-08,0.8330000042915344,31.200000762939453,,6.449999809265137,0.9210000038146973,0.8349999785423279,1038.0,267.0,212.0,463.0,21.459999084472656,58.95000076293945,,,,,263.5,4.559999942779541,601.5,1065.0,105.0468978881836,104.1875
2001-02-09,0.8299999833106995,31.299999237060547,,6.239999771118164,0.9190000295639038,0.8349999785423279,1006.0,267.0,210.0,453.0,21.670000076293945,59.04999923706055,,,,,260.5,4.552999973297119,591.5,1027.0,105.1406021118164,104.40630340576172
2001-02-12,0.8169999718666077,30.700000762939453,,5.849999904632568,0.8949999809265137,0.8149999976158142,1022.0,266.0,210.0,455.0,23.059999465942383,58.400001525878906,,,,,262.5,4.552999973297119,599.0,980.0,105.5781021118164,104.96880340576172
2001-02-13,0.8169999718666077,30.299999237060547,,5.75,0.887499988079071,0.7979999780654907,1065.0,,,452.5,21.639999389648438,58.88999938964844,,,,,261.0,4.552999973297119,591.5,965.0,105.46880340576172,104.625
